МНА №1. Назначен режим ремонтный;Зеленый;;9
МНА №1. Назначен режим имитации;Зеленый;;9
МНА №1. Режим имитации снят;Зеленый;;9
МНА №1. Назначение не требуется. Режим уже назначен;Желтый;;2
МНА №1. Назначение режима ТМ невозможно. Станция в местном режиме управления;Желтый;;2
МНА №1. Назначение режима невозможно. Агрегат не остановлен;Желтый;;2
МНА №1. Назначение режима невозможно. Приемная задвижка не открыта;Желтый;;2
МНА №1. Назначение режима невозможно. Выходная задвижка не открыта;Желтый;;2
МНА №1. Назначение режима невозможно. Нет программы пуска №1;Желтый;;2
МНА №1. Назначение режима невозможно. В плече уже имеется МНА в режиме РЕЗ;Желтый;;2
МНА №1. Назначение режима невозможно. Нет агрегатов в режиме осн или тм;Желтый;;2
МНА №1. Включение резерва;Зеленый;;9
МНА №1. Ток не сброшен;Красный;;1
МНА №1. Не получено состояние "остановлен" за заданное время;Красный;;1
МНА №1. Команда отключить автоматически;Желтый;;2
МНА №1. Контроль по току не ведётся;Зеленый;;9
МНА №1. Выходная задвижка не открылась при пуске по программе №2;Красный;;1
МНА №1. Выходная задвижка не начала открываться при пуске по программе №2;Красный;;1
МНА №1. Невыполнение закрытия задвижки по программе остановки;Красный;;1
МНА №1. Агрегат отключен в режиме имитации;Зеленый;;9
МНА №1. В работе в режиме имитации;Зеленый;;9
МНА №1. Установлен режим работы насоса "В рабочем интервале подач";Зеленый;;9
МНА №1. Установлен режим работы насоса "Вне рабочего интервала подач";Желтый;;2
МНА №1. Команда - включить ВВ автоматически;Зеленый;;9
МНА №1. Команда на включение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №1. Команда - запуск с АРМ;Зеленый;;9
МНА №1. Команда - запуск по ТМ;Зеленый;;9
МНА №1. Команда - отключить с АРМ;Зеленый;;9
МНА №1. Команда - отключить по ТМ;Зеленый;;9
МНА №1. Команда - назначить программу пуска №1;Зеленый;;9
МНА №1. Команда - назначить программу пуска №2;Зеленый;;9
МНА №1. Команда - назначить режим основной с АРМ;Зеленый;;9
МНА №1. Команда - назначить режим основной автоматически;Зеленый;;9
МНА №1. Команда - назначить режим телемеханический с АРМ;Зеленый;;9
МНА №1. Команда - назначить режим резервный с АРМ;Зеленый;;9
МНА №1. Команда - назначить режим ремонтный с АРМ;Зеленый;;9
МНА №1. Команда - назначить режим имитации с АРМ;Зеленый;;9
МНА №1. Команда - снять режим имитации с АРМ;Зеленый;;9
МНА №1. Команда - открыть задвижку на выходе автоматически;Желтый;;2
МНА №1. Команда - закрыть задвижку на выходе автоматически;Желтый;;2
МНА №1. Команда - закрыть задвижку на приеме автоматически;Желтый;;2
МНА №1. Команда - установить блокировку открытия задвижки на выходе;Желтый;;2
МНА №1. Команда - установить блокировку закрытия задвижки на выходе;Желтый;;2
МНА №1. Команда - установить блокировку открытия задвижки на приеме;Желтый;;2
МНА №1. Команда - установить блокировку закрытия задвижки на приеме;Желтый;;2
МНА №1. Команда - снять блокировку открытия задвижки на выходе;Зеленый;;9
МНА №1. Команда - снять блокировку открытия задвижки на приеме;Зеленый;;9
МНА №1. Команда - снять блокировку закрытия задвижки на выходе;Зеленый;;9
МНА №1. Команда - снять блокировку закрытия задвижки на приеме;Зеленый;;9
МНА №1. Команда - установить режим работы насоса "В рабочем интервале подач" с АРМ;Зеленый;;9
МНА №1. Команда - установить режим работы насоса "Вне рабочего интервала подач" с АРМ;Зеленый;;9
МНА №1. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА установить автоматически;Зеленый;;9
МНА №1. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА снять автоматически;Зеленый;;9
МНА №1. Ток двигателя не набран;Красный;;1
МНА №1. ВВ не включился;Красный;;1
МНА №1. Остановлен. Команда не требуется;Желтый;;2
МНА №1. В работе. Команда не требуется;Желтый;;2
МНА №1. Останавливается. Команда не требуется;Желтый;;2
МНА №1. Запускается. Команда не требуется;Желтый;;2
МНА №1. Автоматическое включение;Желтый;;2
МНА №1. Диагностирована неисправность цепей контроля;Желтый;;2
МНА №1. Команда - назначить режим "Контроль тока" с АРМ;Зеленый;;9
МНА №1. Команда - снять режим "Контроль тока" с АРМ;Зеленый;;9
МНА №1. Команда - назначить режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №1. Команда - снять режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №1. Назначен режим "Контроль тока";Зеленый;;9
МНА №1. Снят режим "Контроль тока";Зеленый;;9
МНА №1. Назначен режим "АВР при аварии";Зеленый;;9
МНА №1. Снят режим "АВР при аварии";Зеленый;;9
МНА №1. АВР невозможен. Запрет в карте ручного ввода;Красный;;1
МНА №1. АВР невозможен. Нет резервного агрегата в плече;Красный;;1
МНА №1. АВР невозможен. Нет агрегата в горячем резерве;Красный;;1
МНА №1. Команда - запуск по ЦСПА;Зеленый;;9
МНА №1. Команда - отключить по ЦСПА;Зеленый;;9
МНА №1. Команда включить автоматически;Зеленый;;9
МНА №1. Выдержка времени удержания команды управления. Уставка изменена;цвет4;;4
МНА №1. Выдержка времени на проверку цепей контроля ВВ. Уставка изменена;цвет4;;4
МНА №1. Контроль включения/отключения ВВ. Уставка изменена;цвет4;;4
МНА №1. Время подъема силы тока эл. двигателя после включения двигателя. Уставка изменена;цвет4;;4
МНА №1. Время снижения силы тока агрегата после отключения двигателя. Уставка изменена;цвет4;;4
МНА №1. Максимальное время остывания двигателя при отключённом состоянии. Уставка изменена;цвет4;;4
МНА №1. Максимальное время остывания двигателя при включённом состоянии. Уставка изменена;цвет4;;4
МНА №1. Выдержка времени на включение двигателя по программе П2. Уставка изменена;цвет4;;4
МНА №1. Длительность пускового режима работы электродвигателя. Уставка изменена;цвет4;;4
МНА №1. Длительность пускового режима работы насоса. Уставка изменена;цвет4;;4
МНА №1. Максимально допустимое время остановки по программе пуска №2. Уставка изменена;цвет4;;4
МНА №1. Ряд рабочих колес. Уставка изменена;цвет4;;4
МНА №1. Ряд рабочих колес. Уставка не принята;Желтый;;2
МНА №3. Сигнал ВВ включен в УСО.1(6) недостоверен;Красный;;1
МНА №3. Сигнал ВВ отключен в УСО.1(6) недостоверен;Красный;;1
МНА №3. Сигнал ВВ включен в УСО.1(1) недостоверен;Красный;;1
МНА №3. Сигнал ВВ отключен в УСО.1(1) недостоверен;Красный;;1
МНА №3. Значение силы тока недостоверно;Красный;;1
МНА №3. Ток двигателя набран;Зеленый;;9
МНА №3. Ток двигателя сброшен;Зеленый;;9
МНА №3. Цепи отключения УСО.1(1) исправны;Зеленый;;9
МНА №3. Цепи включения УСО.1(6) исправны;Зеленый;;9
МНА №3. Цепи отключения УСО.1(6) исправны;Зеленый;;9
МНА №3. Цепи отключения УСО.1(1) неисправны;Красный;;1
МНА №3. Цепи включения УСО.1(6) неисправны;Красный;param_alarm.wav;700
МНА №3. Цепи отключения УСО.1(6) неисправны;Красный;;1
МНА №3. ВВ включен;Зеленый;;9
МНА №3. ВВ включен по неустановленной причине;Красный;;1
МНА №3. Не получено состояние "в работе" за заданное время;Красный;;1
МНА №3. Команда - отключить ВВ автоматически;Желтый;;2
МНА №3. ВВ отключен;Желтый;;2
МНА №3. Команда на отключение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №3. ВВ отключился по неустановленной причине;Красный;;1
МНА №3. Процесс запуска отмен;Зеленый;;9
МНА №3. ВВ не отключился;Красный;;1
МНА №3. Идет программный пуск;Зеленый;;9
МНА №3. Программный пуск завершен;Зеленый;;9
МНА №3. В работе;Зеленый;;9
МНА №3. Идет программная остановка;Зеленый;;9
МНА №3. Программная остановка завершена;Зеленый;;9
МНА №3. Остановлен;Желтый;;2
МНА №3. Пуск невозможен. агрегат не готов к пуску;Желтый;;2
МНА №3. Пуск невозможен. режим ОСН не выбран;Желтый;;2
МНА №3. Пуск невозможен. режим ТМ не выбран;Желтый;;2
МНА №3. Пуск невозможен. программа пуска уже начата;Желтый;;2
МНА №3. Начало нестационарного режима;Желтый;;2
МНА №3. Нестационарный режим двигателя закончен;Зеленый;;9
МНА №3. Нестационарный режим насоса закончен;Зеленый;;9
МНА №3. Назначена программа пуска №1;Зеленый;;9
МНА №3. Назначена программа пуска №2;Зеленый;;9
МНА №3. Назначение невозможно. Идет программа пуска;Желтый;;2
МНА №3. Изменение программы пуска невозможно. Резервный режим;Желтый;;2
МНА №3. Назначение невозможно. Идет программа остановки;Желтый;;2
МНА №3. Назначение не требуется. Программа уже назначена;Желтый;;2
МНА №3. Назначен режим основной;Зеленый;;9
МНА №3. Назначен режим телемеханический;Зеленый;;9
МНА №3. Назначен режим резервный;Зеленый;;9
МНА №3. Назначен режим ремонтный;Зеленый;;9
МНА №3. Назначен режим имитации;Зеленый;;9
МНА №3. Режим имитации снят;Зеленый;;9
МНА №3. Назначение не требуется. Режим уже назначен;Желтый;;2
МНА №3. Назначение режима ТМ невозможно. Станция в местном режиме управления;Желтый;;2
МНА №3. Назначение режима невозможно. Агрегат не остановлен;Желтый;;2
МНА №3. Назначение режима невозможно. Приемная задвижка не открыта;Желтый;;2
МНА №3. Назначение режима невозможно. Выходная задвижка не открыта;Желтый;;2
МНА №3. Назначение режима невозможно. Нет программы пуска №1;Желтый;;2
МНА №3. Назначение режима невозможно. В плече уже имеется МНА в режиме РЕЗ;Желтый;;2
МНА №3. Назначение режима невозможно. Нет агрегатов в режиме осн или тм;Желтый;;2
МНА №3. Включение резерва;Зеленый;;9
МНА №3. Ток не сброшен;Красный;;1
МНА №3. Не получено состояние "остановлен" за заданное время;Красный;;1
МНА №3. Команда отключить автоматически;Желтый;;2
МНА №3. Контроль по току не ведётся;Зеленый;;9
МНА №3. Выходная задвижка не открылась при пуске по программе №2;Красный;;1
МНА №3. Выходная задвижка не начала открываться при пуске по программе №2;Красный;;1
МНА №3. Невыполнение закрытия задвижки по программе остановки;Красный;;1
МНА №3. Агрегат отключен в режиме имитации;Зеленый;;9
МНА №3. В работе в режиме имитации;Зеленый;;9
МНА №3. Установлен режим работы насоса "В рабочем интервале подач";Зеленый;;9
МНА №3. Установлен режим работы насоса "Вне рабочего интервала подач";Желтый;;2
МНА №3. Команда - включить ВВ автоматически;Зеленый;;9
МНА №3. Команда на включение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №3. Команда - запуск с АРМ;Зеленый;;9
МНА №3. Команда - запуск по ТМ;Зеленый;;9
МНА №3. Команда - отключить с АРМ;Зеленый;;9
МНА №3. Команда - отключить по ТМ;Зеленый;;9
МНА №3. Команда - назначить программу пуска №1;Зеленый;;9
МНА №3. Команда - назначить программу пуска №2;Зеленый;;9
МНА №3. Команда - назначить режим основной с АРМ;Зеленый;;9
МНА №3. Команда - назначить режим основной автоматически;Зеленый;;9
МНА №3. Команда - назначить режим телемеханический с АРМ;Зеленый;;9
МНА №3. Команда - назначить режим резервный с АРМ;Зеленый;;9
МНА №3. Команда - назначить режим ремонтный с АРМ;Зеленый;;9
МНА №3. Команда - назначить режим имитации с АРМ;Зеленый;;9
МНА №3. Команда - снять режим имитации с АРМ;Зеленый;;9
МНА №3. Команда - открыть задвижку на выходе автоматически;Желтый;;2
МНА №3. Команда - закрыть задвижку на выходе автоматически;Желтый;;2
МНА №3. Команда - закрыть задвижку на приеме автоматически;Желтый;;2
МНА №3. Команда - установить блокировку открытия задвижки на выходе;Желтый;;2
МНА №3. Команда - установить блокировку закрытия задвижки на выходе;Желтый;;2
МНА №3. Команда - установить блокировку открытия задвижки на приеме;Желтый;;2
МНА №3. Команда - установить блокировку закрытия задвижки на приеме;Желтый;;2
МНА №3. Команда - снять блокировку открытия задвижки на выходе;Зеленый;;9
МНА №3. Команда - снять блокировку открытия задвижки на приеме;Зеленый;;9
МНА №3. Команда - снять блокировку закрытия задвижки на выходе;Зеленый;;9
МНА №3. Команда - снять блокировку закрытия задвижки на приеме;Зеленый;;9
МНА №3. Команда - установить режим работы насоса "В рабочем интервале подач" с АРМ;Зеленый;;9
МНА №3. Команда - установить режим работы насоса "Вне рабочего интервала подач" с АРМ;Зеленый;;9
МНА №3. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА установить автоматически;Зеленый;;9
МНА №3. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА снять автоматически;Зеленый;;9
МНА №3. Ток двигателя не набран;Красный;;1
МНА №3. ВВ не включился;Красный;;1
МНА №3. Остановлен. Команда не требуется;Желтый;;2
МНА №3. В работе. Команда не требуется;Желтый;;2
МНА №3. Останавливается. Команда не требуется;Желтый;;2
МНА №3. Запускается. Команда не требуется;Желтый;;2
МНА №3. Автоматическое включение;Желтый;;2
МНА №3. Диагностирована неисправность цепей контроля;Желтый;;2
МНА №3. Команда - назначить режим "Контроль тока" с АРМ;Зеленый;;9
МНА №3. Команда - снять режим "Контроль тока" с АРМ;Зеленый;;9
МНА №3. Команда - назначить режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №3. Команда - снять режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №3. Назначен режим "Контроль тока";Зеленый;;9
МНА №3. Снят режим "Контроль тока";Зеленый;;9
МНА №3. Назначен режим "АВР при аварии";Зеленый;;9
МНА №3. Снят режим "АВР при аварии";Зеленый;;9
МНА №3. АВР невозможен. Запрет в карте ручного ввода;Красный;;1
МНА №3. АВР невозможен. Нет резервного агрегата в плече;Красный;;1
МНА №3. АВР невозможен. Нет агрегата в горячем резерве;Красный;;1
МНА №3. Команда - запуск по ЦСПА;Зеленый;;9
МНА №3. Команда - отключить по ЦСПА;Зеленый;;9
МНА №3. Команда включить автоматически;Зеленый;;9
МНА №3. Выдержка времени удержания команды управления. Уставка изменена;цвет4;;4
МНА №3. Выдержка времени на проверку цепей контроля ВВ. Уставка изменена;цвет4;;4
МНА №3. Контроль включения/отключения ВВ. Уставка изменена;цвет4;;4
МНА №3. Время подъема силы тока эл. двигателя после включения двигателя. Уставка изменена;цвет4;;4
МНА №3. Время снижения силы тока агрегата после отключения двигателя. Уставка изменена;цвет4;;4
МНА №3. Максимальное время остывания двигателя при отключённом состоянии. Уставка изменена;цвет4;;4
МНА №3. Максимальное время остывания двигателя при включённом состоянии. Уставка изменена;цвет4;;4
МНА №3. Выдержка времени на включение двигателя по программе П2. Уставка изменена;цвет4;;4
МНА №3. Длительность пускового режима работы электродвигателя. Уставка изменена;цвет4;;4
МНА №3. Длительность пускового режима работы насоса. Уставка изменена;цвет4;;4
МНА №3. Максимально допустимое время остановки по программе пуска №2. Уставка изменена;цвет4;;4
МНА №3. Ряд рабочих колес. Уставка изменена;цвет4;;4
МНА №3. Ряд рабочих колес. Уставка не принята;Желтый;;2
МНА №2. Сигнал ВВ включен в УСО.1(6) недостоверен;Красный;;1
МНА №2. Сигнал ВВ отключен в УСО.1(6) недостоверен;Красный;;1
МНА №2. Сигнал ВВ включен в УСО.1(2) недостоверен;Красный;;1
МНА №2. Сигнал ВВ отключен в УСО.1(2) недостоверен;Красный;;1
МНА №2. Значение силы тока недостоверно;Красный;;1
МНА №2. Ток двигателя набран;Зеленый;;9
МНА №2. Ток двигателя сброшен;Зеленый;;9
МНА №2. Цепи отключения УСО.1(2) исправны;Зеленый;;9
МНА №2. Цепи включения УСО.1(6) исправны;Зеленый;;9
МНА №2. Цепи отключения УСО.1(6) исправны;Зеленый;;9
МНА №2. Цепи отключения УСО.1(2) неисправны;Красный;;1
МНА №2. Цепи включения УСО.1(6) неисправны;Красный;param_alarm.wav;700
МНА №2. Цепи отключения УСО.1(6) неисправны;Красный;;1
МНА №2. ВВ включен;Зеленый;;9
МНА №2. ВВ включен по неустановленной причине;Красный;;1
МНА №2. Не получено состояние "в работе" за заданное время;Красный;;1
МНА №2. Команда - отключить ВВ автоматически;Желтый;;2
МНА №2. ВВ отключен;Желтый;;2
МНА №2. Команда на отключение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №2. ВВ отключился по неустановленной причине;Красный;;1
МНА №2. Процесс запуска отмен;Зеленый;;9
МНА №2. ВВ не отключился;Красный;;1
МНА №2. Идет программный пуск;Зеленый;;9
МНА №2. Программный пуск завершен;Зеленый;;9
МНА №2. В работе;Зеленый;;9
МНА №2. Идет программная остановка;Зеленый;;9
МНА №2. Программная остановка завершена;Зеленый;;9
МНА №2. Остановлен;Желтый;;2
МНА №2. Пуск невозможен. агрегат не готов к пуску;Желтый;;2
МНА №2. Пуск невозможен. режим ОСН не выбран;Желтый;;2
МНА №2. Пуск невозможен. режим ТМ не выбран;Желтый;;2
МНА №2. Пуск невозможен. программа пуска уже начата;Желтый;;2
МНА №2. Начало нестационарного режима;Желтый;;2
МНА №2. Нестационарный режим двигателя закончен;Зеленый;;9
МНА №2. Нестационарный режим насоса закончен;Зеленый;;9
МНА №2. Назначена программа пуска №1;Зеленый;;9
МНА №2. Назначена программа пуска №2;Зеленый;;9
МНА №2. Назначение невозможно. Идет программа пуска;Желтый;;2
МНА №2. Изменение программы пуска невозможно. Резервный режим;Желтый;;2
МНА №2. Назначение невозможно. Идет программа остановки;Желтый;;2
МНА №2. Назначение не требуется. Программа уже назначена;Желтый;;2
МНА №2. Назначен режим основной;Зеленый;;9
МНА №2. Назначен режим телемеханический;Зеленый;;9
МНА №2. Назначен режим резервный;Зеленый;;9
МНА №2. Назначен режим ремонтный;Зеленый;;9
МНА №2. Назначен режим имитации;Зеленый;;9
МНА №2. Режим имитации снят;Зеленый;;9
МНА №2. Назначение не требуется. Режим уже назначен;Желтый;;2
МНА №2. Назначение режима ТМ невозможно. Станция в местном режиме управления;Желтый;;2
МНА №2. Назначение режима невозможно. Агрегат не остановлен;Желтый;;2
МНА №2. Назначение режима невозможно. Приемная задвижка не открыта;Желтый;;2
МНА №2. Назначение режима невозможно. Выходная задвижка не открыта;Желтый;;2
МНА №2. Назначение режима невозможно. Нет программы пуска №1;Желтый;;2
МНА №2. Назначение режима невозможно. В плече уже имеется МНА в режиме РЕЗ;Желтый;;2
МНА №2. Назначение режима невозможно. Нет агрегатов в режиме осн или тм;Желтый;;2
МНА №2. Включение резерва;Зеленый;;9
МНА №2. Ток не сброшен;Красный;;1
МНА №2. Не получено состояние "остановлен" за заданное время;Красный;;1
МНА №2. Команда отключить автоматически;Желтый;;2
МНА №2. Контроль по току не ведётся;Зеленый;;9
МНА №2. Выходная задвижка не открылась при пуске по программе №2;Красный;;1
МНА №2. Выходная задвижка не начала открываться при пуске по программе №2;Красный;;1
МНА №2. Невыполнение закрытия задвижки по программе остановки;Красный;;1
МНА №2. Агрегат отключен в режиме имитации;Зеленый;;9
МНА №2. В работе в режиме имитации;Зеленый;;9
МНА №2. Установлен режим работы насоса "В рабочем интервале подач";Зеленый;;9
МНА №2. Установлен режим работы насоса "Вне рабочего интервала подач";Желтый;;2
МНА №2. Команда - включить ВВ автоматически;Зеленый;;9
МНА №2. Команда на включение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №2. Команда - запуск с АРМ;Зеленый;;9
МНА №2. Команда - запуск по ТМ;Зеленый;;9
МНА №2. Команда - отключить с АРМ;Зеленый;;9
МНА №2. Команда - отключить по ТМ;Зеленый;;9
МНА №2. Команда - назначить программу пуска №1;Зеленый;;9
МНА №2. Команда - назначить программу пуска №2;Зеленый;;9
МНА №2. Команда - назначить режим основной с АРМ;Зеленый;;9
МНА №2. Команда - назначить режим основной автоматически;Зеленый;;9
МНА №2. Команда - назначить режим телемеханический с АРМ;Зеленый;;9
МНА №2. Команда - назначить режим резервный с АРМ;Зеленый;;9
МНА №2. Команда - назначить режим ремонтный с АРМ;Зеленый;;9
МНА №2. Команда - назначить режим имитации с АРМ;Зеленый;;9
МНА №2. Команда - снять режим имитации с АРМ;Зеленый;;9
МНА №2. Команда - открыть задвижку на выходе автоматически;Желтый;;2
МНА №2. Команда - закрыть задвижку на выходе автоматически;Желтый;;2
МНА №2. Команда - закрыть задвижку на приеме автоматически;Желтый;;2
МНА №2. Команда - установить блокировку открытия задвижки на выходе;Желтый;;2
МНА №2. Команда - установить блокировку закрытия задвижки на выходе;Желтый;;2
МНА №2. Команда - установить блокировку открытия задвижки на приеме;Желтый;;2
МНА №2. Команда - установить блокировку закрытия задвижки на приеме;Желтый;;2
МНА №2. Команда - снять блокировку открытия задвижки на выходе;Зеленый;;9
МНА №2. Команда - снять блокировку открытия задвижки на приеме;Зеленый;;9
МНА №2. Команда - снять блокировку закрытия задвижки на выходе;Зеленый;;9
МНА №2. Команда - снять блокировку закрытия задвижки на приеме;Зеленый;;9
МНА №2. Команда - установить режим работы насоса "В рабочем интервале подач" с АРМ;Зеленый;;9
МНА №2. Команда - установить режим работы насоса "Вне рабочего интервала подач" с АРМ;Зеленый;;9
МНА №2. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА установить автоматически;Зеленый;;9
МНА №2. Команду прикрытия регулирующих заслонок при пуске первого по счету МНА снять автоматически;Зеленый;;9
МНА №2. Ток двигателя не набран;Красный;;1
МНА №2. ВВ не включился;Красный;;1
МНА №2. Остановлен. Команда не требуется;Желтый;;2
МНА №2. В работе. Команда не требуется;Желтый;;2
МНА №2. Останавливается. Команда не требуется;Желтый;;2
МНА №2. Запускается. Команда не требуется;Желтый;;2
МНА №2. Автоматическое включение;Желтый;;2
МНА №2. Диагностирована неисправность цепей контроля;Желтый;;2
МНА №2. Команда - назначить режим "Контроль тока" с АРМ;Зеленый;;9
МНА №2. Команда - снять режим "Контроль тока" с АРМ;Зеленый;;9
МНА №2. Команда - назначить режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №2. Команда - снять режим "АВР при аварии" с АРМ;Зеленый;;9
МНА №2. Назначен режим "Контроль тока";Зеленый;;9
МНА №2. Снят режим "Контроль тока";Зеленый;;9
МНА №2. Назначен режим "АВР при аварии";Зеленый;;9
МНА №2. Снят режим "АВР при аварии";Зеленый;;9
МНА №2. АВР невозможен. Запрет в карте ручного ввода;Красный;;1
МНА №2. АВР невозможен. Нет резервного агрегата в плече;Красный;;1
МНА №2. АВР невозможен. Нет агрегата в горячем резерве;Красный;;1
МНА №2. Команда - запуск по ЦСПА;Зеленый;;9
МНА №2. Команда - отключить по ЦСПА;Зеленый;;9
МНА №2. Команда включить автоматически;Зеленый;;9
МНА №2. Выдержка времени удержания команды управления. Уставка изменена;цвет4;;4
МНА №2. Выдержка времени на проверку цепей контроля ВВ. Уставка изменена;цвет4;;4
МНА №2. Контроль включения/отключения ВВ. Уставка изменена;цвет4;;4
МНА №2. Время подъема силы тока эл. двигателя после включения двигателя. Уставка изменена;цвет4;;4
МНА №2. Время снижения силы тока агрегата после отключения двигателя. Уставка изменена;цвет4;;4
МНА №2. Максимальное время остывания двигателя при отключённом состоянии. Уставка изменена;цвет4;;4
МНА №2. Максимальное время остывания двигателя при включённом состоянии. Уставка изменена;цвет4;;4
МНА №2. Выдержка времени на включение двигателя по программе П2. Уставка изменена;цвет4;;4
МНА №2. Длительность пускового режима работы электродвигателя. Уставка изменена;цвет4;;4
МНА №2. Длительность пускового режима работы насоса. Уставка изменена;цвет4;;4
МНА №2. Максимально допустимое время остановки по программе пуска №2. Уставка изменена;цвет4;;4
МНА №2. Ряд рабочих колес. Уставка изменена;цвет4;;4
МНА №2. Ряд рабочих колес. Уставка не принята;Желтый;;2
МНА №4. Сигнал ВВ включен в УСО.1(6) недостоверен;Красный;;1
МНА №4. Сигнал ВВ отключен в УСО.1(6) недостоверен;Красный;;1
МНА №4. Сигнал ВВ включен в УСО.1(2) недостоверен;Красный;;1
МНА №4. Сигнал ВВ отключен в УСО.1(2) недостоверен;Красный;;1
МНА №4. Значение силы тока недостоверно;Красный;;1
МНА №4. Ток двигателя набран;Зеленый;;9
МНА №4. Ток двигателя сброшен;Зеленый;;9
МНА №4. Цепи отключения УСО.1(2) исправны;Зеленый;;9
МНА №4. Цепи включения УСО.1(6) исправны;Зеленый;;9
МНА №4. Цепи отключения УСО.1(6) исправны;Зеленый;;9
МНА №4. Цепи отключения УСО.1(2) неисправны;Красный;;1
МНА №4. Цепи включения УСО.1(6) неисправны;Красный;param_alarm.wav;700
МНА №4. Цепи отключения УСО.1(6) неисправны;Красный;;1
МНА №4. ВВ включен;Зеленый;;9
МНА №4. ВВ включен по неустановленной причине;Красный;;1
МНА №4. Не получено состояние "в работе" за заданное время;Красный;;1
МНА №4. Команда - отключить ВВ автоматически;Желтый;;2
МНА №4. ВВ отключен;Желтый;;2
МНА №4. Команда на отключение ВВ в ячейку ЗРУ доставлена;Зеленый;;9
МНА №4. ВВ отключился по неустановленной причине;Красный;;1
МНА №4. Процесс запуска отмен;Зеленый;;9
